State,Metropolitan Area,Masjid Name,Masjid Location,Phone Number
New York,Brooklyn,Canarsie Islamic Centre,"959 East 85th Street, Brooklyn, NY",(718) 444-1544
New York,Brooklyn,Masjid Al Ihsaan,"67 Utica Avenue, Brooklyn, NY",(718) 783-5787
New York,Brooklyn,Masjid Al Ihsaan,"977 Fulton Street, Brooklyn, NY",(718) 783-5787
New York,Brooklyn,NAMICC,"801 Dean Street, Brooklyn, NY",(718) 623-8193
New York,Brooklyn,Masjid Tawhid,"90 Ralph Avenue, Brooklyn, NY",(718) 452-0242
New York,Brooklyn,Masjid Zawiyat Sof'Watul Islam,"435 Franklin Avenue, Brooklyn, NY",(718) 398-0745
New York,Brooklyn,DarusSunnah Masjid,"904 Cortelyou Road, Brooklyn, NY",(718) 316-5601
New York,Brooklyn,Madine Muslim Community Center,"5224 3rd Avenue, Brooklyn, NY",(718) 567-7383
New York,Brooklyn,Zia ul Karam Islamic Center,"1723 Bath Avenue, Brooklyn, NY",(718) 513-1280
New York,Brooklyn,Brooklyn Broadway Jame Masjid,"986 Gates Avenue, Brooklyn, NY",(718) 443-2133
New York,Brooklyn,Al Mustafa Islamic Center ,"1322 62nd Street, Brooklyn, NY",(917) 660-9826
New York,Brooklyn,Green Point MCC,"48 Clay Street, Brooklyn, NY",(718) 383-3026
New York,Brooklyn,Masjid Quba,"1323 Foster Avenue, Brooklyn, NY",(929) 290-8324
New York,Brooklyn,Masjid Ibn Khalid El Walid,"935 East 85th Street, Brooklyn, NY",(718) 444-1544
New York,Brooklyn,Jamia Muhammadia Rizwia,"942 40th Street, Brooklyn, NY",(718) 438-6212
New York,Brooklyn,Masjid Al-Abedin,"251 Nostrand Avenue, Brooklyn, NY",(646) 644-7047
New York,Brooklyn,Masjid Al-Marjaan,"4703 Avenue D, Brooklyn, NY",(929) 283-9460
New York,Brooklyn,Islamic Society of Flatbush,"605 Rogers Avenue, Brooklyn, NY",(929) 213-1184
New York,Brooklyn,Greenpoint Islamic Center,"602 Leonard Street, Brooklyn, NY",(718) 383-1602
New York,Brooklyn,Albanian-American Islamic Center,"72-24 Myrtle Avenue, Glendale, NY",(718) 386-4720
New York,Brooklyn,Muslim Community Center of Brooklyn,"1089 Coney Island Avenue, Brooklyn, NY",(718) 859-4485
New York,Brooklyn,Masjid Al-Aman,"203 Forbell Street, Brooklyn, NY",(718) 277-3976
New York,Brooklyn,Imam Ali Mosque,"410 Marcus Garvey Blvd., Brooklyn, NY",(718) 443-7376
New York,Brooklyn,Tri-State Islamic Center,"1863 Flatbush Avenue, Brooklyn, NY",(646) 732-0273
New York,Brooklyn,Masjid Abu Hanifah,"2745 Pitkin Avenue, Brooklyn, NY",(718) 476-7968
New York,Brooklyn,Masjid Bab-Salam,"3604 Neptune Avenue, Brooklyn, NY",(718) 373-0619
New York,Manhattan,Annur Islamic Center,"215 West 111th Street, New York, NY",(212) 864-2110
New York,Manhattan,Islamic Center of New York,"1 Riverside Drive, New York, NY",(212) 787-6338
New York,Manhattan,Masjid Aqsa,"247 West 116th Street, New York, NY",(212) 316-9803
New York,Manhattan,Masjid Awliya of Allah,"327 West 36th Street, New York, NY",(347) 759-3245
New York,Manhattan,Assafa Islamic Center,"172 Eldridge Street, New York, NY",(212) 253-1052
New York,Manhattan,Islamic Cultural Center of New York,"1711 3rd Avenue, New York, NY",(212) 722-5234
New York,Manhattan,Masjid Manhattan,"30 Cliff Street, New York, NY",(212) 766-1865
New York,Manhattan,Park51,"55 Church Street, New York, NY",(917) 791-0795
New York,Manhattan,Islamic Society of Mid-Manhattan,"154 East 55th Street, New York, NY",(212) 888-7838
New York,Manhattan,Masjid Ar-Rahman,"15 West 29th Street, New York, NY",(917) 587-1874
New York,Manhattan,Mosque of Islamic Brotherhood,"130 West 113th Street, New York, NY",(212) 662-4100
New York,Manhattan,Futa Islamic Center,"2593 Frederick Douglass Blvd, New York, NY",(212) 690-2363
New York,Manhattan,Islamic Society of Roosevelt Island,"543 Main Street, Roosevelt Island, NY",(917) 621-6420
New York,Manhattan,Masjid Aqsa-Salam,"23 East 115th Street, New York, NY",(347) 500-1822
New York,Manhattan,Darou Salam Islamic Community,"677 Elton Avenue, Bronx, NY",(646) 209-3030
New York,Manhattan,Harlem Islamic Cultural Center,"108 East 128th Street, New York, NY",(212) 828-4422
New York,Manhattan,Masjid Al-Rahman,"575 West 175th Street, New York, NY",(646) 309-4084
New York,Manhattan,Harlem Community Islamic Center,"2001 Adam Clayton Powell Junior Blvd., New York, NY",(646) 515-4887
New York,Manhattan,Masjid Quba,"436 Convent Avenue, New York, NY",(917) 507-3371
New York,Manhattan,NYU Langone Health,"550 1st Avenue, New York, NY",(212) 263-5903
New York,Manhattan,Masjid Malcolm Shabazz,"102 West 116th Street, New York, NY",(212) 622-2201
New York,Manhattan,Madina Masjid,"401 East 11th Street, New York, NY",(212) 533-5060
New York,Manhattan,Masjid Assalam wal Khair,"527 Lenox Avenue, New York, NY",(212) 690-0925
New York,Manhattan,Muslim Education & Converts Center,"4 West 43rd Street, New York, NY",(877) 632-2287
New York,Manhattan,Muslim Center of Manhattan,"38 West 38th Street, New York, NY",(212) 764-1728
New York,Queens,Imam Al-Khoei Islamic Center,"89-89 Van Wyck Expressway, Jamaica, NY",(718) 297-6520
New York,Queens,Islamic Institute of New York,"55-11 Queens Blvd., Woodside, NY",(718) 651-5888
New York,Queens,Masjid Ahlul Qurān Wa Sunnah,"135-11 125th Sreet, South Ozone Park, NY",(718) 529-4092
New York,Queens,Center For Islamic Studies,"206-09 Jamaica Avenue, Queens Village, NY",(718) 464-1574
New York,Queens,Al-Iman Mosque,"24-30 Steinway Street, Astoria, NY",(718) 626-6633
New York,Queens,Masjid Abu Huraira,"30-40 80th Street, East Elmhurst, NY",(718) 424-8502
New York,Queens,Al Amin Jame Masjid,"35-19 36th Avenue, Astoria, NY",(718) 729-6325
New York,Queens,Masjid Fatima,"57-16 37th Avenue, Woodside, NY",(646) 595-9566
New York,Queens,Darus Salaam Masjid,"148-16 87th Road, Jamaica, NY",(718) 558-6111
New York,Queens,Masjid on the Van Wyck,"109-06 Van Wyck Expressway, South Ozone Park, NY",(718) 659-1800
New York,Queens,Masjid Bilal,"86-45 231st Street, Queens Village, NY",(718) 217-7990
New York,Queens,Baitul Ateeq Masjid,"6217 Northern Blvd., Woodside, NY",(646) 436-9611
New York,Queens,Islamic Center of Ridgewood,"10-19 Wyckoff Avenue, Ridgewood, NY",(917) 373-0267
New York,Queens,Hillside Islamic Center ,"300 Hillside Avenue, New Hyde Park, NY",(516) 488-6440
New York,Queens,JFK Airport Islamic Center,"JFK Airport, Terminal 4, Suite 461-002, Queens, NY",(646) 361-8383
New York,Queens,Masjid Al-Fallah,"42-12 National Street, Flushing, NY",(718) 478-7968
New York,Queens,Al-Madani Masjid,"24-04 89th Street, East Elmhurst, NY",(718) 672-1660
New York,Queens,Muslim Center of New York,"137-64 Geranium Avenue, Flushing, NY",(718) 460-3000
New York,Queens,Dar ut Touheed,"124-07 Jamaica Avenue, Richmond Hill, NY",(718) 805-1221
New York,Queens,Masjid Eesa ibn Maryam,"90-20 191st Street, Hollis, NY",(718) 721-3523
New York,Queens,Jackson Heights Islamic Center,"71-20 Roosevelt Avenue, Jackson Heights, NY",(718) 334-0498
New York,Queens,Elmhurst Muslim Center,"42-12 79th Street, Queens, NY",(718) 285-9232
New York,Queens,Jamaica Islamic Center,"85-37 168th Street, Jamaica, NY",(718) 739-3182
New York,Queens,ICNA Al-Markaz,"166-26 89th Avenue, Jamaica, NY",(718) 658-1199
New York,Queens,Masjid Al-Taufiq,"41-02 Forley Street, Elmhurst, NY",(718) 779-1519
New York,Queens,Shia Ithna-Asheri Jamaat of NY,"48-67 58th Street, Woodside, NY",(718) 507-7680
New York,Queens,Masjid Dar Al-Dawa,"35-13 23rd Avenue, Astoria, NY",(718) 274-2474
New York,Queens,Masjid Al-Hikmah,"48-01 31st Avenue, Astoria, NY",(718) 721-8881
New York,Queens,Masjid El-Ber of Astoria,"36-05 30th Street, Astoria, NY",(718) 784-0336
New York,Queens,Al Ansar Masjid,"161-34 Foch Boulevard, Rochdale, NY",(917) 213-2105
New York,Queens,Masjid Al-Falah,"4212 National Street, Corona, NY",(718) 476-7968
New York,Queens,Turkish Islamic Cultural Center,"4506 Skillman Avenue, Sunnyside, NY",(718) 433-4298
New York,Queens,Elmhurst Islamic Center,"87-07 55th Avenue, New York, NY",(718) 429-0903
New York,Queens,Masjid Omer Ben Abdel Aziz,"88-29 161st Street, Jamaica, NY",(718) 291-1190
New York,Queens,Masjid Nur-Allah,"97-22 57th Avenue, Queens, NY",(347) 649-1226
New York,Queens,Islamic Guidance Center Of Queens,"53-08 Rockaway Beach Blvd, Far Rockaway, NY",(718) 408-0581
New York,Queens,Masjid Baitul Baquar,"13-1 Davies Road, Far Rockaway, NY",(718) 471-4212
New York,Queens,Ahle Bayt Jame Masjid,"54-25 Roosevelt Avenue, Woodside, NY",(718) 673-7775
New York,Queens,Darul Uloom New York ,"150-15 Hillside Avenue , Jamaica, NY",(718) 523-9195
New York,Queens,Madani Masjid,"41-51 69th Street, Woodside, NY",(718) 639-3498
New York,Queens,Jamia Masjid Hanafia & Muslim Center,"32-13 57th Street, Woodside, NY",(718) 545-6200
New York,Queens,Sunnyside Islamic Center,"39-18 47th Avenue, Sunnyside, NY",(718) 361-7682
New York,Queens,Muhammadi Community Center,"37-46 72nd Sttreet, Jackson Heights, NY",(718) 496-9377
New York,Queens,Jamia Quadria,"84-20 129th Street, Kew Gardens, NY",(718) 847-1497
New York,Queens,Sunnyside Woodside Jame Masjid,"45-18 48th Avenue, Woodside , NY",(718) 482-7364
New York,Queens,Masjid Mission Center,"87-26 175th Street, Jamaica, NY",(347) 575-1110
New York,Queens,Masjid Dar-ul Furqan,"35-06 72nd Street, Jackson Heights, NY",(718) 205-2930
New York,Queens,Al Muneer Foundation ,"195-4 Hillside Avenue, Hollis, NY",(718) 736-0440
New York,Queens,Masjid Al Arapha,"181-12 Hillside Avenue, Jamaica, NY",(646) 239-8730
New York,Queens,Masjid Alhamdulillah ,"121-03 Sutphin Blvd, Jamaica, NY",(718) 880-1414
New York,Queens,East Elmhurst Masjid,"95-01 24th Avenue, Flushing, NY",(718) 779-2771
New York,Queens,Gawsiah Jame Masjid,"25-86 31st Street, Astoria, NY",(718) 728-2601
New York,Queens,Baitul Hamd Masjid,"31-39 94th Street, New York, NY",(718) 639-3175
New York,Queens,Masjid Saladadeen Al-Ayubi,"1032 Beach 19th Street, Far Rockaway, NY",(718) 471-0019
New York,Queens,College Point Islamic Center ,"15-02 College Point Blvd., College Point, NY",(718) 415-9312
New York,Queens,Woodside Baitul Janna Masjid,"62-01 39th Avenue, Woodside, NY",(718) 424-0511
New York,Queens,Astoria Islamic Foundation,"25-67 31st Street, Astoria, NY",(718) 204-2337
New York,Queens,Aliman Islamic Community of New York ,"18-24 Astoria Blvd., Astoria, NY",(718) 267-7405
New York,Queens,Islamic Congress,"21-23 30th Drive, Astoria, NY",(718) 721-7775
New York,Queens,Masjidul Allah ,"216-11 90th Avenue, Queens Village, NY",(718) 479-5617
New York,Queens,Richmond Hill Jame Masjid,"125-09 Jamaica Avenue, Richmond Hill, NY",(718) 847-0618
New York,Queens,Masjid As-Siddiq,"117-25 133rd Street, South Ozone Park, NY",(718) 523-4167
New York,Queens,Darul Wahid,"103-21 177th Street, Jamaica, NY",(917) 834-6046
New York,Queens,Masjid Al-Quba,"121-10 Hillside Avenue, Richmond Hill, NY",(917) 597-2704
New York,Queens,Al-Mansoor Cultural Center & Masjid,"107-57 154th Street, Jamaica, NY",(646) 545-7924
New York,Queens,MAS Ibn Sina Center,"46-01 20th Avenue, Queens, NY",(718) 606-6025
New York,Queens,An-Noor Cultural Center,"74-30 Woodside Avenue, Elmhurst, NY",(718) 255-5839
New York,Queens,Islamic Foundation of NY (Friday Only),"7200 Douglaston Parkway, Douglaston, NY",(718) 554-1656
New York,Queens,Islamic Foundation of NY,"251-20 Hillside Avenue, Bellerose, NY",(718) 554-1656
New York,Queens,Al-Furqan Jame Masjid,"76-18 Glenmore Avenue, Ozone Park, NY",(929) 235-5919
New York,Queens,American Muslim Center,"89-14 150th Street, Jamaica, NY",(917) 599-3003
New York,Queens,Masjid Jamal-Uddin Afghani,"42-66 149th Street, Flushing, NY",(904) 735-5286
New York,Queens,Astoria Islamic Center,"22-21 33rd Street, Astoria, NY",(718) 726-7172
New York,Queens,Masjidus Saaliheen,"72-55 Kissena Blvd., Flushing, NY",(718) 544-8218
New York,Queens,Masjid Al-Abidin,"104-14 127th Street, Richmond Hill, NY",(718) 848-8759
New York,Staten Island,Albanian Islamic Cultural Center,"307 Victory Boulevard, Staten Island, NY",(718) 816-9865
New York,Staten Island,Masjid Al-Ihsan,"406 Saint Marks Place, Staten Island, NY",(718) 556-2250
New York,Staten Island,Noor Al-Islam Society,"3075 Richmond Terrace, Staten Island, NY",(718) 556-9628
New York,Staten Island,Masjid Rahmatillah,"36 Hardy Street, Staten Island, NY",(718) 727-7412
New York,Staten Island,Islamic Center for America,"740 Delafield Avenue, Staten Island, NY",(718) 448-5252
New York,Staten Island,MAS Staten Island,"180 Burgher Avenue, Staten Island, NY",(718) 371-9843
New York,Staten Island,Islamic Center of Staten Island,"2546 Arthur Kill Road, Staten Island, NY",(929) 335-3296
New York,Staten Island,Muslim Majlis of Staten Island,"104 Rhine Avenue, Staten Island, NY",(718) 442-6674
New York,The Bronx,Nurudeen Islamic Charity Organization,"3391 3rd Avenue, Bronx, NY",(718) 292-0687
New York,The Bronx,Islamic Council of New York,"1562 Ward Avenue, Bronx, NY",(347) 638-5667
New York,The Bronx,Makky Jamme Masjid,"115 East 168th Street, Bronx, NY",(718) 293-5287
New York,The Bronx,Bronx Muslim Center,"702 Rhinelander Avenue, Bronx, NY",(718) 822-1922
New York,The Bronx,Riverdale Islamic Center,"3058 Godwin Terrace, Apt X2, Bronx, NY",(718) 548-4456
New York,The Bronx,Parkchester Jame Masjid,"1203 Virginia Avenue, Bronx, NY",(718) 828-4194
New York,The Bronx,Masjid Noor ul-Huda,"3033 Young Avenue, Bronx, NY",(718) 798-5727
New York,The Bronx,Alianza Islámica,"287 Alexander Avenue, Bronx, NY",(917) 309-0397
New York,The Bronx,The Abrar Masjid,"3016 Bailey Avenue, Bronx, NY",(855) 696-2754
New York,The Bronx,Baitul Aman Islamic Center,"2351 Newbold Avenue, Bronx, NY",(718) 904-8828
New York,The Bronx,Baitul Islam Masjid and Community Center,"2107 Davidson Avenue, Bronx, NY",(347) 822-9002
New York,The Bronx,Masjid Salam,"1344 Southern Blvd, Bronx, NY",(718) 708-7111
New York,The Bronx,Masjid Al-Iman,"1274 Pugsley Avenue, Bronx, NY",(718) 892-5555
New York,The Bronx,Masjid Adam,"2263 Crotona Avenue, Bronx, NY",(718) 584-6491
New York,The Bronx,Yankasa Association of USA,"1707 Townsend Avenue, Bronx, NY",(347) 726-4170
New York,The Bronx,Bronx Muslim Center,"2531 Davidson Avenue, Bronx, NY",(718) 933-6956
New York,The Bronx,Belmont Islamic Center,"2481 Belmont Avenue, New York, NY",(917) 495-2520
New York,The Bronx,Madni Masjid of Bronx,"843 Brady Avenue, Bronx, NY",(718) 931-1521
New York,The Bronx,Masjid Gulzar-e-Madina,"2162 Muliner Avenue, Bronx, NY",(917) 517-6957
New York,The Bronx,Masjid Al-Huda,"3979 Old White Plains Road, Bronx, NY",(718) 653-6848
New York,The Bronx,Islamic Cultural Center of the Bronx,"371 East 166 Street, Bronx, NY",(718) 293-4475
New York,The Bronx,Masjid-e-Quba,"3573 Rochambeau Avenue, Bronx. , NY",(718) 515-9071
New York,The Bronx,Bronx Islamic Cultural Center,"50 East Tremont Avenue, Bronx, NY",(718) 450-3762
New York,The Bronx,Jacobi Medical Center Mosque,"1400 Pelham Parkway South, The Bronx, NY",(718) 918-5000
New York,The Bronx,Baitul Mamur Jame Masjid ,"1511 Saint Peters Avenue, Bronx, NY",(718) 409-7007
New York,The Bronx,West Bronx Jame Masjid,"2123 Grand Avenue, Bronx, NY",(718) 329-5352
New York,The Bronx,Masjid Al-Wadud,"298 East 149th Street, Bronx, NY",(718) 662-1668
New York,The Bronx,Darou Rahmane Masjid,"2981 Third Avenue, , NY",(646) 209-3030
New York,The Bronx,High Bridge Islamic Center,"1529 Plimpton Avenue, Bronx, NY",(718) 901-1100
New York,The Bronx,Masjid ibn Abbas,"333 Alexander Avenue, Bronx, NY",(347) 726-2491
New York,The Bronx,North Bronx Muslim Center,"3156 Perry Avenue, Bronx, NY",(718) 515-3559
New York,The Bronx,Anjuman Hefazatul Islam,"365 East 198th Street, Bronx, NY",(718) 733-0234
New York,The Bronx,Musa Mosque,"633 East 189th Street, Bronx, NY",(347) 726-4991
New York,The Bronx,Masjid Taqwa-Wa-Jihad,"936 Woodycrest Avenue, Bronx, NY",(212) 585-1564
New York,Capital District,Al-Hidaya Center,"322 Troy Schenectady Road, Latham, NY",(518) 274-0137
New York,Capital District,Al-Arqam Center of Saratoga County,"185 Guideboard Road, Waterford, NY",(518) 579-0039
New York,Capital District,The Osmanli Naksibendi Hakkani Dergahi,"1683 Wheat Hill Road, Sidney Center, NY",(607) 369-4816
New York,Capital District,Al-Fatema Islamic Center,"10 South Family Drive, Colonie, NY",(518) 869-1492
New York,Capital District,Masjid Al-Hidaya,"2339 15th Street, Troy, NY",(518) 274-0137
New York,Capital District,Islamic Shia Ithna Asheri,"617 Sand Creek Road, Albany, NY",(518) 869-1492
New York,Capital District,Masjid as-Salaam,"276 Central Avenue, Albany, NY",(518) 463-6275
New York,Central New York,Masjid Isa Ibn Maryam,"501 Park Street, Syracuse, NY",(315) 440-3615
New York,Central New York,Muslim Community Association of Mohawk Valley,"1631 Kemble Street, Utica, NY",(315) 732-4002
New York,Central New York,Bosnian Islamic Association of Utica,"306 Court Street, Utica, NY",(315) 765-0223
New York,Central New York,Islamic Center of Utica,"1004 Cornelius Street, Utica, NY",(315) 732-4937
New York,Central New York,American Muslim Community Center,"2504 South Salina Street, Syracuse, NY",(315) 478-3556
New York,Central New York,Bosnian Association ,"407 Kossuth Avenue, Utica, NY",(315) 351-0589
New York,Central New York,Al-Mustafa Society of Syracuse,"947 North Salina Street, Syracuse, NY",(315) 380-8476
New York,Central New York,Islamic Society of Central New York,"925 Comstock Avenue, Syracuse, NY",(315) 471-3645
New York,Finger Lakes,Islamic Cultural Center of Rochester,"853 Culver Road, Rochester, NY",(585) 482-4210
New York,Finger Lakes,Islamic Community Outreach Services,"111 East Seneca Street, Ithaca, NY",(607) 288-2786
New York,Finger Lakes,Islamic Center of Rochester,"727 Westfall Road, Rochester, NY",(585) 442-7164
New York,Finger Lakes,Turkish Society of Rochester,"2841 Culver Road, Rochester, NY",(585) 266-1980
New York,Finger Lakes,Baitun Naseer,"1609 East Main Street, Rochester, NY",(585) 288-7760
New York,Finger Lakes,Masjid Al Sabur,"4550 Lake Avenue, Rochester, NY",(585) 865-8550
New York,Finger Lakes,Al Huda Mosque,"4524 McDonald Road, Syracuse, NY",(315) 492-2081
New York,Finger Lakes,Masjid As-Sunnah,"494 Goodman Street North, Rochester, NY",(585) 262-4740
New York,Hudson Valley,Masjid Iqra Darul Ehsan,"6 Suffern Place, Suffern, NY",(845) 231-4000
New York,Hudson Valley,Islamic Center of Rockland,"481 Mountainview Avenue, Valley Cottage, NY",(914) 425-2099
New York,Hudson Valley,Masjid al-Mutakabbir,"462 Main Street, Poughkeepsie, NY",(914) 474-8709
New York,Hudson Valley,Mid Westchester Muslim Community Center,"73 Croton Avenue, Ossining, NY",(914) 420-7328
New York,Hudson Valley,Masjid Ar-Rashid,"352 Main Street, Beacon, NY",(845) 831-7903
New York,Hudson Valley,Islamic Center of Monticello,"33 Cottage Street, Monticello, NY",(845) 794-3480
New York,Hudson Valley,Westchester Muslim Center,"22 Brookfield Road, Mount Vernon, NY",(914) 668-8786
New York,Hudson Valley,Mid-Hudson Islamic Association,"125 All Angels Hill Road, Wappingers Falls, NY",(845) 297-0882
New York,Hudson Valley,Hudson Valley Islamic Community Center,"3680 Lexington Avenue, Mohegan Lake, NY",(914) 528-1626
New York,Hudson Valley,Islamic Learning Center of Orange County,"25 Washington Terrace, Newburgh, NY",(945) 561-5610
New York,Hudson Valley,Islamic Center of Maple Hills,"54 Maple Street, Yonkers, NY",(914) 378-8412
New York,Hudson Valley,Mosque of the Jerrahi Order,"884 Chestnut Ridge Road, Spring Valley, NY",(845) 352-5518
New York,Hudson Valley,Masjid Al Qadir,"45 West Church Street, Spring Valley, NY",(845) 517-0341
New York,Hudson Valley,Jamia Tajaliyyah Azam Qadria Islamberg,"2732 Roods Creek Road, Hancock, NY",(607) 467-2022
New York,Hudson Valley,Monroe-Woodbury Islamic Center,"581 New York 17M, Monroe, NY",(845) 782-0177
New York,Hudson Valley,Andalusia Islamic Center,"380 Walnut Street, Yonkers, NY",(914) 964-5602
